Variable;Scenario;Scenario_name;Class;UF;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;RO;0.017283018;0.017283018;0.019198381;0.023361757;0.022450431;0.026937339;0.030926349;0.036121297;0.036121297;0.036121297;0.036121297;0.036121297
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;AC;0.002190083;0.002190083;0.002268981;0.002470523;0.001679129;0.002534203;0.003856727;0.007081639;0.007081639;0.007081639;0.007081639;0.007081639
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;AM;0.001603622;0.001603622;0.001916055;0.002728237;0.00290284;0.003951084;0.006450946;0.013537888;0.013537888;0.013537888;0.013537888;0.013537888
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;RR;0.001080308;0.001080308;0.00126397;0.001452172;0.001623379;0.001894774;0.002236784;0.003698492;0.003698492;0.003698492;0.003698492;0.003698492
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;PA;0.034134493;0.034134493;0.040359081;0.046992412;0.049346719;0.050624081;0.059192022;0.077038149;0.077038149;0.077038149;0.077038149;0.077038149
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;AP;8.08328E-05;8.08328E-05;8.80143E-05;0.0001159;9.81184E-05;6.29415E-05;7.72122E-05;0.000203956;0.000203956;0.000203956;0.000203956;0.000203956
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;TO;0.01576689;0.01576689;0.016876204;0.018170758;0.01994193;0.020179333;0.021485751;0.022086152;0.022086152;0.022086152;0.022086152;0.022086152
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;MA;0.014061499;0.014061499;0.015676189;0.018055471;0.019782229;0.018749148;0.022114091;0.02769071;0.02769071;0.02769071;0.02769071;0.02769071
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;PI;0.004124724;0.004124724;0.004345342;0.004601438;0.004032197;0.005369103;0.006070455;0.006882043;0.006882043;0.006882043;0.006882043;0.006882043
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;CE;0.005723706;0.005723706;0.006637181;0.006929604;0.005161848;0.007766957;0.007697772;0.009433131;0.009433131;0.009433131;0.009433131;0.009433131
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;RN;0.00273699;0.00273699;0.002435635;0.002083986;0.00134659;0.002829538;0.003152167;0.002811183;0.002811183;0.002811183;0.002811183;0.002811183
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;PB;0.003504516;0.003504516;0.003146781;0.003076833;0.001914931;0.00343339;0.004609919;0.003908116;0.003908116;0.003908116;0.003908116;0.003908116
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;PE;0.007085941;0.007085941;0.006705337;0.006119649;0.00374889;0.007045978;0.00687043;0.005956226;0.005956226;0.005956226;0.005956226;0.005956226
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;AL;0.004972229;0.004972229;0.004639241;0.004206427;0.003737092;0.004211347;0.003768256;0.003996436;0.003996436;0.003996436;0.003996436;0.003996436
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;SE;0.00375304;0.00375304;0.003534347;0.00335872;0.002938943;0.003277255;0.002710752;0.002314911;0.002314911;0.002314911;0.002314911;0.002314911
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;BA;0.040215185;0.040215185;0.039830502;0.039047658;0.034275604;0.040135459;0.038739165;0.036051841;0.036051841;0.036051841;0.036051841;0.036051841
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;MG;0.073893121;0.073893121;0.068452466;0.06474006;0.057713603;0.062364585;0.051221051;0.041481371;0.041481371;0.041481371;0.041481371;0.041481371
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;ES;0.008830726;0.008830726;0.007701475;0.00595332;0.005193805;0.006747894;0.00584602;0.005386866;0.005386866;0.005386866;0.005386866;0.005386866
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;RJ;0.006371917;0.006371917;0.006072584;0.005728894;0.005889212;0.005708471;0.005696424;0.005209899;0.005209899;0.005209899;0.005209899;0.005209899
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;SP;0.026568141;0.026568141;0.020982865;0.016318732;0.014960122;0.012589897;0.011147345;0.002139182;0.002139182;0.002139182;0.002139182;0.002139182
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;PR;0.014192807;0.014192807;0.012180566;0.009346328;0.006341187;0.006335424;0.00466619;0.000980984;0.000980984;0.000980984;0.000980984;0.000980984
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;SC;0.002872167;0.002872167;0.002825068;0.001875587;0.001251254;0.001517776;0.001238773;0.000964302;0.000964302;0.000964302;0.000964302;0.000964302
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;RS;0.00192409;0.00192409;0.001511011;0.001097995;0.000519728;0.000677795;0.00057241;0.000770813;0.000770813;0.000770813;0.000770813;0.000770813
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;MS;0.047051742;0.047051742;0.04451349;0.042200791;0.04228048;0.036731907;0.034523826;0.019639883;0.019639883;0.019639883;0.019639883;0.019639883
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;MT;0.047600894;0.047600894;0.052605101;0.053308386;0.056633479;0.055840826;0.053778498;0.052413561;0.052413561;0.052413561;0.052413561;0.052413561
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;GO;0.044451368;0.044451368;0.041816123;0.04014253;0.039260533;0.037207349;0.034630783;0.025902414;0.025902414;0.025902414;0.025902414;0.025902414
Pasture condition dynamics;B;Good governance (ABC+);Intermediate pasture;DF;0.00022054;0.00022054;0.000177222;0.000151096;0.000180665;0.000197194;0.000223166;0.000163015;0.000163015;0.000163015;0.000163015;0.000163015
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;RO;0.011975006;0.011975006;0.019553182;0.016456837;0.021868252;0.019839686;0.019343155;0.025326868;0.025326868;0.025326868;0.025326868;0.025326868
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;AC;0.005025557;0.005025557;0.006597018;0.007605543;0.00950431;0.010621494;0.011508538;0.010491016;0.010491016;0.010491016;0.010491016;0.010491016
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;AM;0.002726124;0.002726124;0.003817226;0.004535363;0.005743618;0.008410988;0.010114093;0.008519781;0.008519781;0.008519781;0.008519781;0.008519781
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;RR;0.00112972;0.00112972;0.001640771;0.002076932;0.002153631;0.002835813;0.00282009;0.003106642;0.003106642;0.003106642;0.003106642;0.003106642
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;PA;0.027930913;0.027930913;0.042244433;0.049680682;0.052011218;0.063952485;0.063047795;0.070644412;0.070644412;0.070644412;0.070644412;0.070644412
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;AP;6.78335E-05;6.78335E-05;5.6448E-05;8.74869E-05;0.000106839;0.000123701;0.000147996;0.000154618;0.000154618;0.000154618;0.000154618;0.000154618
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;TO;0.011540737;0.011540737;0.012760311;0.013872778;0.015729986;0.0181085;0.018249674;0.026903174;0.026903174;0.026903174;0.026903174;0.026903174
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;MA;0.012644965;0.012644965;0.015433167;0.018331945;0.020874743;0.026484992;0.025608759;0.029735493;0.029735493;0.029735493;0.029735493;0.029735493
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;PI;0.002404873;0.002404873;0.002407824;0.001998896;0.001805644;0.004007465;0.004810439;0.006524491;0.006524491;0.006524491;0.006524491;0.006524491
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;CE;0.002102777;0.002102777;0.002406894;0.002070293;0.000889848;0.003846074;0.007158875;0.007393806;0.007393806;0.007393806;0.007393806;0.007393806
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;RN;0.001261556;0.001261556;0.001129713;0.001074911;0.000917297;0.001582119;0.002630391;0.003867265;0.003867265;0.003867265;0.003867265;0.003867265
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;PB;0.003055068;0.003055068;0.002908007;0.002776545;0.002320018;0.003098063;0.004575322;0.006989569;0.006989569;0.006989569;0.006989569;0.006989569
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;PE;0.004285232;0.004285232;0.00364794;0.003295847;0.001533281;0.004122327;0.006961224;0.010122004;0.010122004;0.010122004;0.010122004;0.010122004
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;AL;0.002787687;0.002787687;0.002572545;0.002973222;0.001669654;0.00336051;0.004172849;0.004331767;0.004331767;0.004331767;0.004331767;0.004331767
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;SE;0.003881399;0.003881399;0.003672847;0.003748877;0.002617729;0.003166708;0.003789424;0.004424253;0.004424253;0.004424253;0.004424253;0.004424253
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;BA;0.037613609;0.037613609;0.032296075;0.023217053;0.017148851;0.032975941;0.036175279;0.053530699;0.053530699;0.053530699;0.053530699;0.053530699
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;MG;0.042313143;0.042313143;0.034070372;0.030746457;0.028327152;0.03601363;0.038886248;0.0656845;0.0656845;0.0656845;0.0656845;0.0656845
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;ES;0.00471791;0.00471791;0.003207271;0.002696911;0.001853366;0.003235441;0.002978077;0.005826587;0.005826587;0.005826587;0.005826587;0.005826587
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;RJ;0.004554287;0.004554287;0.00339583;0.003815749;0.0034758;0.004179223;0.003725184;0.005650636;0.005650636;0.005650636;0.005650636;0.005650636
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;SP;0.010861055;0.010861055;0.007588991;0.007716854;0.010219017;0.007488358;0.009286646;0.016923408;0.016923408;0.016923408;0.016923408;0.016923408
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;PR;0.012582293;0.012582293;0.011649014;0.011190276;0.013076252;0.010060025;0.010914377;0.013043266;0.013043266;0.013043266;0.013043266;0.013043266
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;SC;0.003810256;0.003810256;0.004004547;0.003703155;0.004151497;0.003612812;0.003814554;0.004002566;0.004002566;0.004002566;0.004002566;0.004002566
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;RS;0.001932993;0.001932993;0.001687546;0.001305249;0.00185502;0.001697601;0.001919013;0.001805605;0.001805605;0.001805605;0.001805605;0.001805605
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;MS;0.020969046;0.020969046;0.020671672;0.018163024;0.027346826;0.019176636;0.027096778;0.046065577;0.046065577;0.046065577;0.046065577;0.046065577
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;MT;0.021105508;0.021105508;0.029368851;0.025862112;0.034248787;0.03022356;0.035604271;0.065610984;0.065610984;0.065610984;0.065610984;0.065610984
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;GO;0.026166576;0.026166576;0.024980427;0.023026143;0.029597607;0.029784515;0.032129632;0.046252813;0.046252813;0.046252813;0.046252813;0.046252813
Pasture condition dynamics;B;Good governance (ABC+);Well-managed pasture;DF;8.0334E-05;8.0334E-05;6.26851E-05;5.36585E-05;8.76902E-05;9.76559E-05;0.000123139;0.000330167;0.000330167;0.000330167;0.000330167;0.000330167
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;RO;0.00434621;0.00434621;0.003968667;0.006030534;0.003971584;0.006197936;0.00779886;0.000987725;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;AC;0.000166341;0.000166341;0.000163194;0.000179148;0.00011364;0.000158228;0.000240794;2.57404E-05;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;AM;0.000684707;0.000684707;0.000686089;0.000811692;0.000760406;0.000826533;0.001648779;0.000138613;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;RR;0.000351913;0.000351913;0.000417704;0.000366326;0.000596713;0.000362872;0.001002721;6.70245E-05;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;PA;0.012561589;0.012561589;0.012826859;0.013283634;0.013087514;0.01029342;0.016455366;0.001862289;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;AP;7.15193E-05;7.15193E-05;6.76056E-05;6.05081E-05;5.06724E-05;4.19922E-05;0.000106122;7.67575E-06;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;TO;0.013271178;0.013271178;0.013733059;0.013402811;0.013712742;0.010220404;0.010241751;0.001882663;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;MA;0.005056454;0.005056454;0.005185265;0.005873378;0.006099126;0.004328146;0.00663452;0.000812673;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;PI;0.002834096;0.002834096;0.003321401;0.004151795;0.006570615;0.002839932;0.002448587;0.000630629;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;CE;0.003450471;0.003450471;0.003669769;0.00509677;0.008999509;0.003903928;0.002042282;0.001040529;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;RN;0.003429094;0.003429094;0.00367585;0.002983048;0.004955147;0.002591226;0.001321223;0.000572469;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;PB;0.003924759;0.003924759;0.003823534;0.00381453;0.006808205;0.004489861;0.002288125;0.000959039;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;PE;0.006200766;0.006200766;0.006274712;0.006997779;0.012515733;0.006194684;0.003709888;0.001594097;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;AL;0.002169708;0.002169708;0.001908071;0.001466166;0.003590056;0.001386759;0.000825693;0.000442596;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;SE;0.001628332;0.001628332;0.001475012;0.00137588;0.002674436;0.001481113;0.000938585;0.000363118;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;BA;0.02045618;0.02045618;0.021214865;0.031652446;0.047132294;0.024078169;0.020262022;0.005339046;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;MG;0.046731829;0.046731829;0.045482557;0.046099072;0.050538501;0.033565715;0.03012968;0.006491628;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;ES;0.002699984;0.002699984;0.003292023;0.004997585;0.006541749;0.002963234;0.003498546;0.00052836;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;RJ;0.00192406;0.00192406;0.002193361;0.001934308;0.002397993;0.001574406;0.001903495;0.000285368;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;SP;0.025274037;0.025274037;0.022558917;0.015224299;0.007631312;0.010506543;0.004932029;0.001933255;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;PR;0.005135002;0.005135002;0.004073533;0.003197285;0.001767133;0.002971135;0.00130231;0.000546139;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;SC;0.000755898;0.000755898;0.000619719;0.000365176;0.000194894;0.000266035;0.000171314;4.4522E-05;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;RS;0.000298931;0.000298931;0.000221101;0.000127298;4.43137E-05;6.71593E-05;5.28131E-05;1.02212E-05;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;MS;0.040808147;0.040808147;0.037770523;0.039700299;0.023095009;0.031279756;0.017157226;0.005689409;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;MT;0.053537168;0.053537168;0.052156593;0.057098118;0.039333301;0.042112368;0.03845951;0.007270498;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;GO;0.029898677;0.029898677;0.027154428;0.02763197;0.020192251;0.017995403;0.013133233;0.003298166;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Degraded pasture;DF;0.000511904;0.000511904;0.000474766;0.000360081;0.000286283;0.000275677;0.000199422;5.00814E-05;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;RO;0.017283018;0.017283018;0.019198381;0.023361757;0.022450431;0.026937339;0.030926349;0.036121297;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;AC;0.002190083;0.002190083;0.002268981;0.002470523;0.001679129;0.002534203;0.003856727;0.007081639;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;AM;0.001603622;0.001603622;0.001916055;0.002728237;0.00290284;0.003951084;0.006450946;0.013537888;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;RR;0.001080308;0.001080308;0.00126397;0.001452172;0.001623379;0.001894774;0.002236784;0.003698492;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;PA;0.034134493;0.034134493;0.040359081;0.046992412;0.049346719;0.050624081;0.059192022;0.077038149;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;AP;8.08328E-05;8.08328E-05;8.80143E-05;0.0001159;9.81184E-05;6.29415E-05;7.72122E-05;0.000203956;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;TO;0.01576689;0.01576689;0.016876204;0.018170758;0.01994193;0.020179333;0.021485751;0.022086152;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;MA;0.014061499;0.014061499;0.015676189;0.018055471;0.019782229;0.018749148;0.022114091;0.02769071;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;PI;0.004124724;0.004124724;0.004345342;0.004601438;0.004032197;0.005369103;0.006070455;0.006882043;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;CE;0.005723706;0.005723706;0.006637181;0.006929604;0.005161848;0.007766957;0.007697772;0.009433131;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;RN;0.00273699;0.00273699;0.002435635;0.002083986;0.00134659;0.002829538;0.003152167;0.002811183;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;PB;0.003504516;0.003504516;0.003146781;0.003076833;0.001914931;0.00343339;0.004609919;0.003908116;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;PE;0.007085941;0.007085941;0.006705337;0.006119649;0.00374889;0.007045978;0.00687043;0.005956226;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;AL;0.004972229;0.004972229;0.004639241;0.004206427;0.003737092;0.004211347;0.003768256;0.003996436;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;SE;0.00375304;0.00375304;0.003534347;0.00335872;0.002938943;0.003277255;0.002710752;0.002314911;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;BA;0.040215185;0.040215185;0.039830502;0.039047658;0.034275604;0.040135459;0.038739165;0.036051841;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;MG;0.073893121;0.073893121;0.068452466;0.06474006;0.057713603;0.062364585;0.051221051;0.041481371;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;ES;0.008830726;0.008830726;0.007701475;0.00595332;0.005193805;0.006747894;0.00584602;0.005386866;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;RJ;0.006371917;0.006371917;0.006072584;0.005728894;0.005889212;0.005708471;0.005696424;0.005209899;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;SP;0.026568141;0.026568141;0.020982865;0.016318732;0.014960122;0.012589897;0.011147345;0.002139182;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;PR;0.014192807;0.014192807;0.012180566;0.009346328;0.006341187;0.006335424;0.00466619;0.000980984;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;SC;0.002872167;0.002872167;0.002825068;0.001875587;0.001251254;0.001517776;0.001238773;0.000964302;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;RS;0.00192409;0.00192409;0.001511011;0.001097995;0.000519728;0.000677795;0.00057241;0.000770813;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;MS;0.047051742;0.047051742;0.04451349;0.042200791;0.04228048;0.036731907;0.034523826;0.019639883;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;MT;0.047600894;0.047600894;0.052605101;0.053308386;0.056633479;0.055840826;0.053778498;0.052413561;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;GO;0.044451368;0.044451368;0.041816123;0.04014253;0.039260533;0.037207349;0.034630783;0.025902414;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Intermediate pasture;DF;0.00022054;0.00022054;0.000177222;0.000151096;0.000180665;0.000197194;0.000223166;0.000163015;0;0;0;0
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;RO;0.011975006;0.011975006;0.019553182;0.016456837;0.021868252;0.019839686;0.019343155;0.025326868;0.066761386;0.070558578;0.073817272;0.07648453
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;AC;0.005025557;0.005025557;0.006597018;0.007605543;0.00950431;0.010621494;0.011508538;0.010491016;0.019581831;0.021406946;0.023056046;0.02450051
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;AM;0.002726124;0.002726124;0.003817226;0.004535363;0.005743618;0.008410988;0.010114093;0.008519781;0.026173201;0.029932272;0.033422563;0.03658153
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;RR;0.00112972;0.00112972;0.001640771;0.002076932;0.002153631;0.002835813;0.00282009;0.003106642;0.007681379;0.008428348;0.009105483;0.009700987
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;PA;0.027930913;0.027930913;0.042244433;0.049680682;0.052011218;0.063952485;0.063047795;0.070644412;0.160295355;0.169775672;0.177953822;0.184696013
