Variable;Scenario;Scenario_name;Class;UF;1995;2000;2005;2010;2015;2020;2025;2030;2035;2040;2045;2050
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;AP;6.78335E-05;6.78335E-05;5.6448E-05;8.74869E-05;0.000106839;0.000123701;0.000147996;0.000154618;0.000400959;0.000432454;0.000460494;0.000484602
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;TO;0.011540737;0.011540737;0.012760311;0.013872778;0.015729986;0.0181085;0.018249674;0.026903174;0.05172226;0.052174999;0.052273767;0.052023364
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;MA;0.012644965;0.012644965;0.015433167;0.018331945;0.020874743;0.026484992;0.025608759;0.029735493;0.062080436;0.065431582;0.068286554;0.070599435
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;PI;0.002404873;0.002404873;0.002407824;0.001998896;0.001805644;0.004007465;0.004810439;0.006524491;0.014865444;0.01673611;0.018460834;0.020008957
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;CE;0.002102777;0.002102777;0.002406894;0.002070293;0.000889848;0.003846074;0.007158875;0.007393806;0.019635348;0.022289424;0.024746076;0.026961439
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;RN;0.001261556;0.001261556;0.001129713;0.001074911;0.000917297;0.001582119;0.002630391;0.003867265;0.00739178;0.008179718;0.009074107;0.009880221
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;PB;0.003055068;0.003055068;0.002908007;0.002776545;0.002320018;0.003098063;0.004575322;0.006989569;0.012230375;0.012509214;0.012699987;0.013364581
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;PE;0.004285232;0.004285232;0.00364794;0.003295847;0.001533281;0.004122327;0.006961224;0.010122004;0.017786944;0.019130559;0.021120202;0.022907286
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;AL;0.002787687;0.002787687;0.002572545;0.002973222;0.001669654;0.00336051;0.004172849;0.004331767;0.00876654;0.009029048;0.009443643;0.009782647
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;SE;0.003881399;0.003881399;0.003672847;0.003748877;0.002617729;0.003166708;0.003789424;0.004424253;0.006757799;0.00636352;0.005934509;0.005632323
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;BA;0.037613609;0.037613609;0.032296075;0.023217053;0.017148851;0.032975941;0.036175279;0.053530699;0.094576157;0.096515738;0.102885774;0.108373825
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;MG;0.042313143;0.042313143;0.034070372;0.030746457;0.028327152;0.03601363;0.038886248;0.0656845;0.106945339;0.099451052;0.091438989;0.083074251
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;ES;0.00471791;0.00471791;0.003207271;0.002696911;0.001853366;0.003235441;0.002978077;0.005826587;0.01114766;0.010471483;0.009738667;0.00896449
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;RJ;0.004554287;0.004554287;0.00339583;0.003815749;0.0034758;0.004179223;0.003725184;0.005650636;0.010955494;0.010682624;0.010344145;0.009947861
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;SP;0.010861055;0.010861055;0.007588991;0.007716854;0.010219017;0.007488358;0.009286646;0.016923408;0.016588964;0.012076595;0.007894288;0.005152273
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;PR;0.012582293;0.012582293;0.011649014;0.011190276;0.013076252;0.010060025;0.010914377;0.013043266;0.012235212;0.009817927;0.007381026;0.006073771
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;SC;0.003810256;0.003810256;0.004004547;0.003703155;0.004151497;0.003612812;0.003814554;0.004002566;0.004792586;0.004538347;0.004258832;0.003959937
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;RS;0.001932993;0.001932993;0.001687546;0.001305249;0.00185502;0.001697601;0.001919013;0.001805605;0.002626765;0.002646716;0.002648768;0.002640931
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;MS;0.020969046;0.020969046;0.020671672;0.018163024;0.027346826;0.019176636;0.027096778;0.046065577;0.063915999;0.055986001;0.047834206;0.039622809
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;MT;0.021105508;0.021105508;0.029368851;0.025862112;0.034248787;0.03022356;0.035604271;0.065610984;0.122619734;0.11902405;0.114707781;0.109768253
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;GO;0.026166576;0.026166576;0.024980427;0.023026143;0.029597607;0.029784515;0.032129632;0.046252813;0.070924778;0.065877829;0.060489448;0.058304066
Pasture condition dynamics;C;High Governance (Beyond ABC+);Well-managed pasture;DF;8.0334E-05;8.0334E-05;6.26851E-05;5.36585E-05;8.76902E-05;9.76559E-05;0.000123139;0.000330167;0.000540278;0.000533196;0.000522717;0.000509107
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RO;0.00434621;0.00434621;0.003968667;0.006030534;0.003971584;0.006197936;0.009073355;0.009073355;0.009073355;0.009073355;0.009073355;0.009073355
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;AC;0.000166341;0.000166341;0.000163194;0.000179148;0.00011364;0.000158228;0.000281084;0.000281084;0.000281084;0.000281084;0.000281084;0.000281084
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;AM;0.000684707;0.000684707;0.000686089;0.000811692;0.000760406;0.000826533;0.001932096;0.001932096;0.001932096;0.001932096;0.001932096;0.001932096
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RR;0.000351913;0.000351913;0.000417704;0.000366326;0.000596713;0.000362872;0.001178437;0.001178437;0.001178437;0.001178437;0.001178437;0.001178437
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PA;0.012561589;0.012561589;0.012826859;0.013283634;0.013087514;0.01029342;0.019188338;0.019188338;0.019188338;0.019188338;0.019188338;0.019188338
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;AP;7.15193E-05;7.15193E-05;6.76056E-05;6.05081E-05;5.06724E-05;4.19922E-05;0.000124603;0.000124603;0.000124603;0.000124603;0.000124603;0.000124603
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;TO;0.013271178;0.013271178;0.013733059;0.013402811;0.013712742;0.010220404;0.011799761;0.011799761;0.011799761;0.011799761;0.011799761;0.011799761
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MA;0.005056454;0.005056454;0.005185265;0.005873378;0.006099126;0.004328146;0.007724189;0.007724189;0.007724189;0.007724189;0.007724189;0.007724189
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PI;0.002834096;0.002834096;0.003321401;0.004151795;0.006570615;0.002839932;0.002785403;0.002785403;0.002785403;0.002785403;0.002785403;0.002785403
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;CE;0.003450471;0.003450471;0.003669769;0.00509677;0.008999509;0.003903928;0.002221535;0.002221535;0.002221535;0.002221535;0.002221535;0.002221535
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RN;0.003429094;0.003429094;0.00367585;0.002983048;0.004955147;0.002591226;0.001457083;0.001457083;0.001457083;0.001457083;0.001457083;0.001457083
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PB;0.003924759;0.003924759;0.003823534;0.00381453;0.006808205;0.004489861;0.002529809;0.002529809;0.002529809;0.002529809;0.002529809;0.002529809
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PE;0.006200766;0.006200766;0.006274712;0.006997779;0.012515733;0.006194684;0.004094011;0.004094011;0.004094011;0.004094011;0.004094011;0.004094011
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;AL;0.002169708;0.002169708;0.001908071;0.001466166;0.003590056;0.001386759;0.000893835;0.000893835;0.000893835;0.000893835;0.000893835;0.000893835
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;SE;0.001628332;0.001628332;0.001475012;0.00137588;0.002674436;0.001481113;0.001043706;0.001043706;0.001043706;0.001043706;0.001043706;0.001043706
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;BA;0.02045618;0.02045618;0.021214865;0.031652446;0.047132294;0.024078169;0.023025339;0.023025339;0.023025339;0.023025339;0.023025339;0.023025339
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MG;0.046731829;0.046731829;0.045482557;0.046099072;0.050538501;0.033565715;0.034524774;0.034524774;0.034524774;0.034524774;0.034524774;0.034524774
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;ES;0.002699984;0.002699984;0.003292023;0.004997585;0.006541749;0.002963234;0.004053432;0.004053432;0.004053432;0.004053432;0.004053432;0.004053432
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RJ;0.00192406;0.00192406;0.002193361;0.001934308;0.002397993;0.001574406;0.002205813;0.002205813;0.002205813;0.002205813;0.002205813;0.002205813
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;SP;0.025274037;0.025274037;0.022558917;0.015224299;0.007631312;0.010506543;0.005479443;0.005479443;0.005479443;0.005479443;0.005479443;0.005479443
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;PR;0.005135002;0.005135002;0.004073533;0.003197285;0.001767133;0.002971135;0.001439809;0.001439809;0.001439809;0.001439809;0.001439809;0.001439809
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;SC;0.000755898;0.000755898;0.000619719;0.000365176;0.000194894;0.000266035;0.0001948;0.0001948;0.0001948;0.0001948;0.0001948;0.0001948
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;RS;0.000298931;0.000298931;0.000221101;0.000127298;4.43137E-05;6.71593E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05;6.07459E-05
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MS;0.040808147;0.040808147;0.037770523;0.039700299;0.023095009;0.031279756;0.019266222;0.019266222;0.019266222;0.019266222;0.019266222;0.019266222
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;MT;0.053537168;0.053537168;0.052156593;0.057098118;0.039333301;0.042112368;0.044270429;0.044270429;0.044270429;0.044270429;0.044270429;0.044270429
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;GO;0.029898677;0.029898677;0.027154428;0.02763197;0.020192251;0.017995403;0.01495643;0.01495643;0.01495643;0.01495643;0.01495643;0.01495643
Pasture condition dynamics;D;Flat (Constant);Degraded pasture;DF;0.000511904;0.000511904;0.000474766;0.000360081;0.000286283;0.000275677;0.000227106;0.000227106;0.000227106;0.000227106;0.000227106;0.000227106
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RO;0.017283018;0.017283018;0.019198381;0.023361757;0.022450431;0.026937339;0.030356056;0.030356056;0.030356056;0.030356056;0.030356056;0.030356056
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AC;0.002190083;0.002190083;0.002268981;0.002470523;0.001679129;0.002534203;0.003710825;0.003710825;0.003710825;0.003710825;0.003710825;0.003710825
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AM;0.001603622;0.001603622;0.001916055;0.002728237;0.00290284;0.003951084;0.006521591;0.006521591;0.006521591;0.006521591;0.006521591;0.006521591
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RR;0.001080308;0.001080308;0.00126397;0.001452172;0.001623379;0.001894774;0.00229901;0.00229901;0.00229901;0.00229901;0.00229901;0.00229901
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PA;0.034134493;0.034134493;0.040359081;0.046992412;0.049346719;0.050624081;0.059649094;0.059649094;0.059649094;0.059649094;0.059649094;0.059649094
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AP;8.08328E-05;8.08328E-05;8.80143E-05;0.0001159;9.81184E-05;6.29415E-05;0.000126947;0.000126947;0.000126947;0.000126947;0.000126947;0.000126947
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;TO;0.01576689;0.01576689;0.016876204;0.018170758;0.01994193;0.020179333;0.020627127;0.020627127;0.020627127;0.020627127;0.020627127;0.020627127
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MA;0.014061499;0.014061499;0.015676189;0.018055471;0.019782229;0.018749148;0.021379888;0.021379888;0.021379888;0.021379888;0.021379888;0.021379888
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PI;0.004124724;0.004124724;0.004345342;0.004601438;0.004032197;0.005369103;0.005943681;0.005943681;0.005943681;0.005943681;0.005943681;0.005943681
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;CE;0.005723706;0.005723706;0.006637181;0.006929604;0.005161848;0.007766957;0.007887558;0.007887558;0.007887558;0.007887558;0.007887558;0.007887558
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RN;0.00273699;0.00273699;0.002435635;0.002083986;0.00134659;0.002829538;0.002586162;0.002586162;0.002586162;0.002586162;0.002586162;0.002586162
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PB;0.003504516;0.003504516;0.003146781;0.003076833;0.001914931;0.00343339;0.004326752;0.004326752;0.004326752;0.004326752;0.004326752;0.004326752
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PE;0.007085941;0.007085941;0.006705337;0.006119649;0.00374889;0.007045978;0.007080479;0.007080479;0.007080479;0.007080479;0.007080479;0.007080479
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;AL;0.004972229;0.004972229;0.004639241;0.004206427;0.003737092;0.004211347;0.003880479;0.003880479;0.003880479;0.003880479;0.003880479;0.003880479
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SE;0.00375304;0.00375304;0.003534347;0.00335872;0.002938943;0.003277255;0.003070638;0.003070638;0.003070638;0.003070638;0.003070638;0.003070638
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;BA;0.040215185;0.040215185;0.039830502;0.039047658;0.034275604;0.040135459;0.038542679;0.038542679;0.038542679;0.038542679;0.038542679;0.038542679
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MG;0.073893121;0.073893121;0.068452466;0.06474006;0.057713603;0.062364585;0.056781612;0.056781612;0.056781612;0.056781612;0.056781612;0.056781612
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;ES;0.008830726;0.008830726;0.007701475;0.00595332;0.005193805;0.006747894;0.005595162;0.005595162;0.005595162;0.005595162;0.005595162;0.005595162
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RJ;0.006371917;0.006371917;0.006072584;0.005728894;0.005889212;0.005708471;0.005571451;0.005571451;0.005571451;0.005571451;0.005571451;0.005571451
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SP;0.026568141;0.026568141;0.020982865;0.016318732;0.014960122;0.012589897;0.011592641;0.011592641;0.011592641;0.011592641;0.011592641;0.011592641
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;PR;0.014192807;0.014192807;0.012180566;0.009346328;0.006341187;0.006335424;0.004847474;0.004847474;0.004847474;0.004847474;0.004847474;0.004847474
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;SC;0.002872167;0.002872167;0.002825068;0.001875587;0.001251254;0.001517776;0.001291458;0.001291458;0.001291458;0.001291458;0.001291458;0.001291458
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;RS;0.00192409;0.00192409;0.001511011;0.001097995;0.000519728;0.000677795;0.000615248;0.000615248;0.000615248;0.000615248;0.000615248;0.000615248
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MS;0.047051742;0.047051742;0.04451349;0.042200791;0.04228048;0.036731907;0.036158038;0.036158038;0.036158038;0.036158038;0.036158038;0.036158038
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;MT;0.047600894;0.047600894;0.052605101;0.053308386;0.056633479;0.055840826;0.056706328;0.056706328;0.056706328;0.056706328;0.056706328;0.056706328
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;GO;0.044451368;0.044451368;0.041816123;0.04014253;0.039260533;0.037207349;0.03335721;0.03335721;0.03335721;0.03335721;0.03335721;0.03335721
Pasture condition dynamics;D;Flat (Constant);Intermediate pasture;DF;0.00022054;0.00022054;0.000177222;0.000151096;0.000180665;0.000197194;0.000179132;0.000179132;0.000179132;0.000179132;0.000179132;0.000179132
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RO;0.011975006;0.011975006;0.019553182;0.016456837;0.021868252;0.019839686;0.017983721;0.017983721;0.017983721;0.017983721;0.017983721;0.017983721
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AC;0.005025557;0.005025557;0.006597018;0.007605543;0.00950431;0.010621494;0.011604259;0.011604259;0.011604259;0.011604259;0.011604259;0.011604259
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AM;0.002726124;0.002726124;0.003817226;0.004535363;0.005743618;0.008410988;0.010336552;0.010336552;0.010336552;0.010336552;0.010336552;0.010336552
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RR;0.00112972;0.00112972;0.001640771;0.002076932;0.002153631;0.002835813;0.002737655;0.002737655;0.002737655;0.002737655;0.002737655;0.002737655
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PA;0.027930913;0.027930913;0.042244433;0.049680682;0.052011218;0.063952485;0.060969613;0.060969613;0.060969613;0.060969613;0.060969613;0.060969613
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AP;6.78335E-05;6.78335E-05;5.6448E-05;8.74869E-05;0.000106839;0.000123701;0.000145333;0.000145333;0.000145333;0.000145333;0.000145333;0.000145333
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;TO;0.011540737;0.011540737;0.012760311;0.013872778;0.015729986;0.0181085;0.016372699;0.016372699;0.016372699;0.016372699;0.016372699;0.016372699
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MA;0.012644965;0.012644965;0.015433167;0.018331945;0.020874743;0.026484992;0.024558913;0.024558913;0.024558913;0.024558913;0.024558913;0.024558913
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PI;0.002404873;0.002404873;0.002407824;0.001998896;0.001805644;0.004007465;0.004427712;0.004427712;0.004427712;0.004427712;0.004427712;0.004427712
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;CE;0.002102777;0.002102777;0.002406894;0.002070293;0.000889848;0.003846074;0.007046926;0.007046926;0.007046926;0.007046926;0.007046926;0.007046926
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RN;0.001261556;0.001261556;0.001129713;0.001074911;0.000917297;0.001582119;0.002361908;0.002361908;0.002361908;0.002361908;0.002361908;0.002361908
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PB;0.003055068;0.003055068;0.002908007;0.002776545;0.002320018;0.003098063;0.004056388;0.004056388;0.004056388;0.004056388;0.004056388;0.004056388
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PE;0.004285232;0.004285232;0.00364794;0.003295847;0.001533281;0.004122327;0.006272936;0.006272936;0.006272936;0.006272936;0.006272936;0.006272936
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;AL;0.002787687;0.002787687;0.002572545;0.002973222;0.001669654;0.00336051;0.004103252;0.004103252;0.004103252;0.004103252;0.004103252;0.004103252
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SE;0.003881399;0.003881399;0.003672847;0.003748877;0.002617729;0.003166708;0.003629297;0.003629297;0.003629297;0.003629297;0.003629297;0.003629297
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;BA;0.037613609;0.037613609;0.032296075;0.023217053;0.017148851;0.032975941;0.032414728;0.032414728;0.032414728;0.032414728;0.032414728;0.032414728
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MG;0.042313143;0.042313143;0.034070372;0.030746457;0.028327152;0.03601363;0.03323498;0.03323498;0.03323498;0.03323498;0.03323498;0.03323498
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;ES;0.00471791;0.00471791;0.003207271;0.002696911;0.001853366;0.003235441;0.002387953;0.002387953;0.002387953;0.002387953;0.002387953;0.002387953
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RJ;0.004554287;0.004554287;0.00339583;0.003815749;0.0034758;0.004179223;0.003310618;0.003310618;0.003310618;0.003310618;0.003310618;0.003310618
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SP;0.010861055;0.010861055;0.007588991;0.007716854;0.010219017;0.007488358;0.007692619;0.007692619;0.007692619;0.007692619;0.007692619;0.007692619
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;PR;0.012582293;0.012582293;0.011649014;0.011190276;0.013076252;0.010060025;0.010393807;0.010393807;0.010393807;0.010393807;0.010393807;0.010393807
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;SC;0.003810256;0.003810256;0.004004547;0.003703155;0.004151497;0.003612812;0.003742487;0.003742487;0.003742487;0.003742487;0.003742487;0.003742487
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;RS;0.001932993;0.001932993;0.001687546;0.001305249;0.00185502;0.001697601;0.001923857;0.001923857;0.001923857;0.001923857;0.001923857;0.001923857
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MS;0.020969046;0.020969046;0.020671672;0.018163024;0.027346826;0.019176636;0.023100521;0.023100521;0.023100521;0.023100521;0.023100521;0.023100521
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;MT;0.021105508;0.021105508;0.029368851;0.025862112;0.034248787;0.03022356;0.029349052;0.029349052;0.029349052;0.029349052;0.029349052;0.029349052
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;GO;0.026166576;0.026166576;0.024980427;0.023026143;0.029597607;0.029784515;0.029044802;0.029044802;0.029044802;0.029044802;0.029044802;0.029044802
Pasture condition dynamics;D;Flat (Constant);Well-managed pasture;DF;8.0334E-05;8.0334E-05;6.26851E-05;5.36585E-05;8.76902E-05;9.76559E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05;8.11025E-05
Cropland management systems;A;Current trends (BAU);Conventional tillage;RO;0.011492547;0.006786248;0.006236809;0.006298414;0.002791344;0.004282052;0.006040394;0.005945575;0.005836826;0.005717482;0.005590334;0.005457681
Cropland management systems;A;Current trends (BAU);Conventional tillage;AC;0.002310176;0.001957007;0.001766956;0.001796405;0.001460989;0.000852106;0.000887126;0.000829995;0.000774497;0.000721124;0.0006702;0.000621923
Cropland management systems;A;Current trends (BAU);Conventional tillage;AM;0.001308173;0.003120272;0.002744757;0.002243211;0.001492019;0.001423353;0.001494665;0.001409239;0.001325195;0.001243426;0.001164568;0.001089049
Cropland management systems;A;Current trends (BAU);Conventional tillage;RR;0.000718744;0.000685638;0.000880796;0.000252373;0.000368979;0.000800919;0.001585863;0.001555142;0.001520997;0.001484335;0.001445907;0.001406327
Cropland management systems;A;Current trends (BAU);Conventional tillage;PA;0.020045974;0.023931856;0.017486875;0.011220796;0.011790698;0.01445113;0.020175197;0.020541627;0.02085961;0.021135997;0.021376869;0.021587531
